ID,Fwy,Dir,Name,City,County,Type,Lanes,Length,MS ID,Abs PM,CA PM,Latitude,Longitude,Exact
717107,210,W,SANTA ANITA NB,Arcadia,Los Angeles,On Ramp,1,,4300,32.199,R31.91,34.147942,-118.0310433,True
717622,210,W,LINCOLN 1,Pasadena,Los Angeles,Mainline,4,0.745,4315,23.0,R23.02,34.1761144,-118.1617882,True
717623,210,W,MOUNTAIN 1,Pasadena,Los Angeles,Off Ramp,2,,4314,23.9,R23.92,34.161575,-118.1580287,True
717624,210,W,MOUNTAIN 1,Pasadena,Los Angeles,Mainline,5,0.326,4314,23.9,R23.92,34.1644979,-118.1581092,True
717627,210,W,WALNUT,Pasadena,Los Angeles,Mainline,3,0.455,4312,24.9,R24.92,34.1500737,-118.1555535,True
717630,210,W,FAIR OAKS 1,Pasadena,Los Angeles,Mainline,4,0.39,4311,25.4,R25.42,34.151212,-118.1527595,True
717632,210,W,FAIR OAKS 1,Pasadena,Los Angeles,HOV,1,2.64,4311,25.4,R25.42,34.1511266,-118.1527058,True
717634,210,W,LAKE 1,Pasadena,Los Angeles,Mainline,5,0.56,4309,26.12,R26.14,34.1519762,-118.1354559,True
717636,210,W,HILL,Pasadena,Los Angeles,Off Ramp,1,,4308,26.8,R26.82,34.1527807,-118.120167,True
717637,210,W,HILL,Pasadena,Los Angeles,Mainline,5,0.955,4308,26.8,R26.82,34.1524034,-118.1226641,True
717642,210,W,ALTADENA,Pasadena,Los Angeles,Mainline,5,0.735,4307,28.03,R28.05,34.1526848,-118.1006946,True
717643,210,W,ALTADENA,Pasadena,Los Angeles,HOV,1,0.735,4307,28.03,R28.05,34.1526238,-118.1006852,True
717644,210,W,SAN GABRIEL,Pasadena,Los Angeles,Mainline,5,0.57,4306,28.27,R28.29,34.1527185,-118.0966866,True
717645,210,W,SAN GABRIEL,Pasadena,Los Angeles,HOV,1,0.57,4306,28.27,R28.29,34.1526397,-118.0966785,True
717648,210,W,SIERRA MADRE V1,Pasadena,Los Angeles,Off Ramp,3,,4305,29.17,R29.19,34.1481909,-118.0811912,True
717649,210,W,SIERRA MADRE V1,Pasadena,Los Angeles,Mainline,5,0.805,4305,29.17,R29.19,34.1480843,-118.0837849,True
717652,210,W,ROSEMEAD 1,,Los Angeles,Off Ramp,1,,4304,29.879,R29.59,34.1488589,-118.0740445,True
717653,210,W,ROSEMEAD 1,,Los Angeles,Mainline,5,0.414,4304,29.879,R29.59,34.1483716,-118.0748465,True
717656,210,W,ROSEMEAD 2,,Los Angeles,Off Ramp,2,,4569,29.999,R29.71,34.149358,-118.0700401,True
717657,210,W,ROSEMEAD 2,,Los Angeles,Mainline,4,0.13,4569,29.999,R29.71,34.1487587,-118.071459,True
717661,210,W,MICHILLINDA,Arcadia,Los Angeles,Mainline,4,0.345,4516,30.139,R29.85,34.1488998,-118.0671769,True
717662,210,W,BALDWIN SB,Arcadia,Los Angeles,Off Ramp,2,,4303,30.779,R30.49,34.1493982,-118.0529574,True
717663,210,W,BALDWIN 1,Arcadia,Los Angeles,Mainline,4,0.155,4303,30.779,R30.49,34.1489631,-118.0550898,True
717664,210,W,BALDWIN 2,Arcadia,Los Angeles,Mainline,4,0.62,4302,30.999,R30.71,34.1490186,-118.0493629,True
717665,210,W,BALDWIN 2,Arcadia,Los Angeles,HOV,1,0.62,4302,30.999,R30.71,34.1489398,-118.0493575,True
717668,210,W,SANTA ANITA SB,Arcadia,Los Angeles,Off Ramp,2,,4301,32.019,R31.73,34.1484509,-118.0309205,True
717669,210,W,SANTA ANITA 1,Arcadia,Los Angeles,Mainline,4,0.6,4301,32.019,R31.73,34.148321,-118.0341632,True
717670,210,W,SANTA ANITA 1,Arcadia,Los Angeles,HOV,1,0.6,4301,32.019,R31.73,34.14825,-118.034174,True
717673,210,W,MOUNT OLIVE DR / 605,Duarte,Los Angeles,Mainline,4,0.3,4294,36.589,R36.3,34.1351092,-117.9600213,True
717674,210,W,IRWINDALE 1,Irwindale,Los Angeles,Mainline,4,0.21,4293,38.069,R37.78,34.1294457,-117.9356065,True
717675,210,W,IRWINDALE 2,Irwindale,Los Angeles,Mainline,4,0.359,4292,38.208,R37.919,34.1301648,-117.9326162,True
717676,210,W,VERNON,Irwindale,Los Angeles,Mainline,4,0.51,4291,39.159,R38.87,34.1275448,-117.9175745,True
717677,210,W,VERNON,Irwindale,Los Angeles,HOV,1,0.51,4291,39.159,R38.87,34.1274871,-117.9176322,True
717678,210,W,AZUSA 1,Azusa,Los Angeles,Mainline,5,0.375,4290,39.809,R39.52,34.1211485,-117.9098157,True
717681,210,W,AZUSA NB,Azusa,Los Angeles,Off Ramp,2,,4289,39.909,R39.62,34.1210661,-117.9053002,True
717682,210,W,AZUSA 2,Azusa,Los Angeles,Mainline,4,0.19,4289,39.909,R39.62,34.120713,-117.9066735,True
717685,210,W,CITRUS,Azusa,Los Angeles,Mainline,4,0.6,4288,40.549,R40.26,34.1210892,-117.8948878,True
718206,210,W,HUNTINGTON 1,Monrovia,Los Angeles,On Ramp,1,,4299,33.049,R32.76,34.142027,-118.0183773,True
718208,210,W,MYRTLE AV,Monrovia,Los Angeles,On Ramp,1,,4298,34.049,R33.76,34.1357366,-118.0033978,True
718210,210,W,MOUNTAIN AV,Monrovia,Los Angeles,Mainline,4,0.68,4297,34.899,R34.61,34.135573,-117.9892128,True
718211,210,W,BUENA VISTA,Duarte,Los Angeles,On Ramp,1,,4296,35.409,R35.12,34.1357256,-117.9801104,True
761318,210,W,LAKE 1,Pasadena,Los Angeles,HOV,1,0.56,4309,26.12,R26.14,34.151904,-118.1354438,True
761322,210,W,HILL,Pasadena,Los Angeles,HOV,1,0.955,4308,26.8,R26.82,34.1523379,-118.1226507,True
761325,210,W,SIERRA MADRE V1,Pasadena,Los Angeles,HOV,1,0.805,4305,29.17,R29.19,34.1479578,-118.0837997,True
761327,210,W,MICHILLINDA,Arcadia,Los Angeles,HOV,1,0.345,4516,30.139,R29.85,34.1488188,-118.0671621,True
761329,210,W,BALDWIN 1,Arcadia,Los Angeles,HOV,1,0.155,4303,30.779,R30.49,34.1489065,-118.055079,True
761337,210,W,HUNTINGTON 1,Monrovia,Los Angeles,Off Ramp,1,,4299,33.049,R32.76,34.141613,-118.0169035,True
761339,210,W,HUNTINGTON 1,Monrovia,Los Angeles,HOV,1,0.63,4299,33.049,R32.76,34.1418106,-118.0184846,True
761342,210,W,HUNTINGTON 1,Monrovia,Los Angeles,Mainline,4,0.63,4299,33.049,R32.76,34.1418661,-118.0184484,True
761353,210,W,MYRTLE AV,Monrovia,Los Angeles,HOV,1,0.925,4298,34.049,R33.76,34.1355191,-118.0033253,True
761356,210,W,MYRTLE AV,Monrovia,Los Angeles,Mainline,4,0.925,4298,34.049,R33.76,34.1355735,-118.0033361,True
761363,210,W,MOUNTAIN AV,Monrovia,Los Angeles,HOV,1,0.68,4297,34.899,R34.61,34.135492,-117.9891981,True
761366,210,W,MOUNTAIN / CENTRAL,Monrovia,Los Angeles,On Ramp,1,,4297,34.899,R34.61,34.135674,-117.9900738,True
761371,210,W,BUENA VISTA,Duarte,Los Angeles,HOV,1,0.595,4296,35.409,R35.12,34.1353925,-117.9793982,True
761374,210,W,BUENA VISTA,Duarte,Los Angeles,Mainline,4,0.595,4296,35.409,R35.12,34.1354469,-117.9794036,True
761377,210,W,BUENA VISTA,Duarte,Los Angeles,Off Ramp,1,,4296,35.409,R35.12,34.1356434,-117.9794626,True
761380,210,W,MOUNT OLIVE DR / 605,Duarte,Los Angeles,HOV,1,0.55,4294,36.589,R36.3,34.1349894,-117.9600428,True
761382,210,W,IRWINDALE 1,Irwindale,Los Angeles,HOV,1,0.21,4293,38.069,R37.78,34.1293846,-117.9355703,True
761384,210,W,IRWINDALE 2,Irwindale,Los Angeles,HOV,1,0.359,4292,38.208,R37.919,34.1301093,-117.9325894,True
761386,210,W,AZUSA 1,Azusa,Los Angeles,HOV,1,0.375,4290,39.809,R39.52,34.1210819,-117.9098505,True
761388,210,W,AZUSA 2,Azusa,Los Angeles,HOV,1,0.19,4289,39.909,R39.62,34.1206364,-117.9066547,True
761390,210,W,CITRUS,Azusa,Los Angeles,HOV,1,0.6,4288,40.549,R40.26,34.1210137,-117.8949133,True
761428,210,W,ROSEMEAD 2,,Los Angeles,HOV,1,0.13,4569,29.999,R29.71,34.1486843,-118.0714201,True
761431,210,W,ROSEMEAD 1,,Los Angeles,HOV,1,0.414,4304,29.879,R29.59,34.1482762,-118.0748089,True
763911,210,W,LINCOLN 2,Pasadena,Los Angeles,Off Ramp,3,,2571,23.51,R23.53,34.174783,-118.1591916,True
764135,210,W,MARENGO,Pasadena,Los Angeles,HOV,1,0.36,2548,25.68,R25.7,34.1519679,-118.1429214,True
764137,210,W,MARENGO,Pasadena,Los Angeles,Mainline,6,0.36,2548,25.68,R25.7,34.1520045,-118.1429375,True
764144,210,W,SANTA ANITA 2,Arcadia,Los Angeles,HOV,1,0.385,4300,32.199,R31.91,34.1477234,-118.031101,True
764146,210,W,SANTA ANITA 2,Arcadia,Los Angeles,Mainline,4,0.385,4300,32.199,R31.91,34.14779,-118.0310849,True
764346,210,W,ALLEN,Pasadena,Los Angeles,Off Ramp,2,,2551,27.64,R27.66,34.1528597,-118.1094308,True
764349,210,W,MARENGO,Pasadena,Los Angeles,Off Ramp,1,,2548,25.68,R25.7,34.1522986,-118.1431735,True
767780,210,W,CITRUS 2,Azusa,Los Angeles,Off Ramp,2,,4269,41.031,R40.742,34.1211985,-117.8869321,True
768726,210,W,VERNON,Irwindale,Los Angeles,Off Ramp,1,,4265,39.339,R39.05,34.1248937,-117.9142205,True
768886,210,W,IRWINDALE 2,Irwindale,Los Angeles,Off Ramp,1,,4292,38.209,R37.92,34.1309037,-117.9301302,True
768920,210,W,LAKE 2 - OFF,Pasadena,Los Angeles,Off Ramp,2,,2549,26.47,R26.49,34.1522144,-118.1296365,True
768927,210,W,SAN GABRIEL OFF,Pasadena,Los Angeles,Off Ramp,1,,2218,28.58,R28.6,34.1527638,-118.0928951,True
769300,210,W,WB 210 TO ORANGE GRV,Pasadena,Los Angeles,Off Ramp,1,,2400,24.98,R25,34.1483121,-118.1586324,True
769702,210,W,HIGHLAND,Duarte,Los Angeles,Mainline,4,0.44,2412,36.089,R35.8,34.1356307,-117.964045,True
769704,210,W,HIGHLAND,Duarte,Los Angeles,HOV,1,0.44,2412,36.089,R35.8,34.1355752,-117.9640463,True
769706,210,W,NB 605 TO WB 210,Duarte,Los Angeles,Fwy-Fwy,2,,2412,36.089,R35.8,34.1357928,-117.9640544,True
769722,210,W,NB 605 TO WB 210 CON,Duarte,Los Angeles,Mainline,4,0.25,2415,36.289,R36,34.1356164,-117.963299,True
769723,210,W,NB 605 TO WB 210 CON,Duarte,Los Angeles,HOV,1,0.25,2415,36.289,R36,34.1355243,-117.963303,True
769724,210,W,NB 605 TO WB 210 CON,Duarte,Los Angeles,On Ramp,2,,2415,36.289,R36,34.1357762,-117.963083,True
770157,210,W,EB 134 TO WB 210 CON,Pasadena,Los Angeles,Mainline,3,0.229,4335,24.49,R24.51,34.1530745,-118.1565629,True
770165,210,W,EB 134 TO WB 210 CON,Pasadena,Los Angeles,On Ramp,1,,4335,24.49,R24.51,34.1535406,-118.1563939,True
770568,210,W,HAMMOND ST.,Pasadena,Los Angeles,Mainline,4,0.45,6505,23.79,R23.81,34.1698741,-118.157719,True
770579,210,W,WINONA WAY,Pasadena,Los Angeles,Mainline,4,0.295,6506,24.442,R24.462,34.1569212,-118.1581581,True
772858,210,W,SAN GABRIEL RIVER,Irwindale,Los Angeles,Mainline,5,0.45,2119,37.389,R37.1,34.1305403,-117.9452356,True
772860,210,W,SAN GABRIEL RIVER,Irwindale,Los Angeles,HOV,1,0.6,2119,37.389,R37.1,34.1304737,-117.9453241,True
772873,210,W,W/O IRWINDALE,Irwindale,Los Angeles,Mainline,5,0.34,2120,37.789,R37.5,34.1289801,-117.9383948,True
772875,210,W,W/O IRWINDALE,Irwindale,Los Angeles,HOV,1,0.34,2120,37.789,R37.5,34.1288802,-117.9384029,True
772888,210,W,ZACHARY PADILLA,Irwindale,Los Angeles,Mainline,4,0.475,2121,38.789,R38.5,34.128768,-117.9219097,True
772890,210,W,ZACHARY PADILLA,Irwindale,Los Angeles,HOV,1,0.475,2121,38.789,R38.5,34.1287036,-117.9219217,True
772902,210,W,PASADENA AVE,Azusa,Los Angeles,Mainline,4,0.32,2122,40.189,R39.9,34.1211515,-117.9019922,True
772904,210,W,PASADENA AVE,Azusa,Los Angeles,HOV,1,0.32,2122,40.189,R39.9,34.1210871,-117.9019869,True
772918,210,W,E/B 210-W/O BARRANCA,Azusa,Los Angeles,Mainline,4,0.62,2133,41.389,R41.1,34.1210577,-117.8825304,True
772920,210,W,E/B 210-W/O BARRANCA,Azusa,Los Angeles,HOV,1,0.62,2133,41.389,R41.1,34.12099,-117.882509,True
773132,210,W,FAIR OAKS OFF,Pasadena,Los Angeles,Off Ramp,2,,2547,25.48,R25.5,34.1523939,-118.1482095,True
773179,210,W,VAQUERO,Arcadia,Los Angeles,Mainline,4,0.32,2672,30.689,R30.4,34.1489443,-118.0590165,True
773180,210,W,VAQUERO,Arcadia,Los Angeles,HOV,1,0.32,2672,30.689,R30.4,34.1488788,-118.0590058,True
773194,210,W,E OF SECOND,Arcadia,Los Angeles,Mainline,5,0.425,2117,32.789,R32.5,34.1438745,-118.0226136,True
773196,210,W,E OF SECOND,Arcadia,Los Angeles,HOV,1,0.425,2117,32.789,R32.5,34.1437946,-118.0226512,True
773204,210,W,NB 605 TO MT. OLIVE,Irwindale,Los Angeles,Fwy-Fwy,1,,2407,36.889,R36.6,34.132782,-117.95803,True
773205,210,W,EB 210 TO MT. OLIVE,Irwindale,Los Angeles,Fwy-Fwy,1,,2407,36.889,R36.6,34.1332338,-117.9573581,True
773206,210,W,SB 605 FROM WB 210,Irwindale,Los Angeles,Fwy-Fwy,2,,2407,36.889,R36.6,34.1331583,-117.9584417,True
773207,210,W,NB 605 TO EB 210,Irwindale,Los Angeles,Fwy-Fwy,2,,2407,36.889,R36.6,34.1329785,-117.9568364,True
775725,210,W,WB 210 CON,Pasadena,Los Angeles,Fwy-Fwy,2,,4335,24.49,R24.51,34.1531265,-118.1559178,True
775776,210,W,MYRTLE AV,Monrovia,Los Angeles,Off Ramp,1,,4298,34.039,R33.75,34.1357761,-117.998511,True
775795,210,W,NB 605 TO WB 210,Irwindale,Los Angeles,Mainline,2,0.4,2407,36.889,R36.6,34.1333139,-117.9588693,True
775796,210,W,EB 210 TO SB 605,Irwindale,Los Angeles,Fwy-Fwy,2,,2407,36.889,R36.6,34.133605,-117.954304,False
